"length","maxPageLimit","data__areaType","data__areaName","data__areaCode","data__date","data__femaleCases__age","data__femaleCases__value","data__femaleCases__rate","data__maleCases__age","data__maleCases__value","data__maleCases__rate","pagination__current","pagination__next","pagination__previous","pagination__first","pagination__last"
"","","","","","","70_to_74","4","2.7","25_to_29","5","1.8","","","","",""
"","","","","","","55_to_59","1","0.3","15_to_19","0","0","","","","",""
"","","","","","","60_to_64","3","1.5","45_to_49","6","1.8","","","","",""
"","","","","","","75_to_79","0","0","5_to_9","0","0","","","","",""
"","","","","","","50_to_54","5","1.7","40_to_44","5","1.2","","","","",""
"","","","","","","90+","0","0","55_to_59","3","1.1","","","","",""
"","","","","","","80_to_84","0","0","10_to_14","1","0.3","","","","",""
"","","","","","","5_to_9","0","0","70_to_74","4","3.1","","","","",""
"","","region","London","E12000007","2020-03-06","60_to_64","3","1.5","45_to_49","4","1.2","","","","",""
"","","","","","","75_to_79","0","0","0_to_4","1","0.3","","","","",""
"","","","","","","15_to_19","0","0","5_to_9","0","0","","","","",""
"","","","","","","50_to_54","5","1.7","15_to_19","0","0","","","","",""
"","","","","","","40_to_44","1","0.3","20_to_24","5","2.1","","","","",""
"","","","","","","10_to_14","0","0","10_to_14","1","0.3","","","","",""
"","","","","","","65_to_69","1","0.6","75_to_79","2","2.3","","","","",""
"","","","","","","45_to_49","3","0.9","65_to_69","1","0.7","","","","",""
"","","","","","","5_to_9","0","0","40_to_44","4","1","","","","",""
"","","","","","","20_to_24","6","2.6","85_to_89","1","2.6","","","","",""
"","","","","","","70_to_74","3","2","30_to_34","5","1.3","","","","",""
"","","","","","","80_to_84","0","0","60_to_64","0","0","","","","",""
"","","","","","","55_to_59","1","0.3","50_to_54","4","1.3","","","","",""
"","","","","","","25_to_29","9","3.2","35_to_39","7","1.6","","","","",""
"","","","","","","85_to_89","1","1.8","25_to_29","4","1.4","","","","",""
"","","","","","","30_to_34","11","2.9","90+","0","0","","","","",""
"","","","","","","90+","0","0","80_to_84","0","0","","","","",""
"","","","","","","35_to_39","1","0.2","55_to_59","3","1.1","","","","",""
"","","","","","","0_to_4","0","0","70_to_74","3","2.4","","","","",""
"","","region","London","E12000007","2020-03-05","5_to_9","0","0","85_to_89","0","0","","","","",""
"","","","","","","60_to_64","2","1","20_to_24","2","0.8","","","","",""
"","","","","","","70_to_74","2","1.4","90+","0","0","","","","",""
"","","","","","","90+","0","0","30_to_34","5","1.3","","","","",""
"","","","","","","0_to_4","0","0","0_to_4","0","0","","","","",""
"","","","","","","45_to_49","2","0.6","15_to_19","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","60_to_64","0","0","","","","",""
"","","","","","","30_to_34","7","1.8","80_to_84","0","0","","","","",""
"","","","","","","10_to_14","0","0","50_to_54","4","1.3","","","","",""
"","","","","","","65_to_69","0","0","40_to_44","4","1","","","","",""
"","","","","","","75_to_79","0","0","75_to_79","2","2.3","","","","",""
"","","","","","","50_to_54","4","1.4","5_to_9","0","0","","","","",""
"","","","","","","35_to_39","0","0","65_to_69","1","0.7","","","","",""
"","","","","","","25_to_29","6","2.1","25_to_29","2","0.7","","","","",""
"","","","","","","15_to_19","0","0","55_to_59","3","1.1","","","","",""
"","","","","","","80_to_84","0","0","45_to_49","4","1.2","","","","",""
"","","","","","","55_to_59","0","0","35_to_39","7","1.6","","","","",""
"","","","","","","40_to_44","1","0.3","70_to_74","2","1.6","","","","",""
"","","","","","","20_to_24","5","2.2","10_to_14","1","0.3","","","","",""
"","","region","London","E12000007","2020-03-04","30_to_34","6","1.6","70_to_74","2","1.6","","","","",""
"","","","","","","70_to_74","1","0.7","35_to_39","3","0.7","","","","",""
"","","","","","","90+","0","0","40_to_44","3","0.7","","","","",""
"","","","","","","15_to_19","0","0","50_to_54","4","1.3","","","","",""
"","","","","","","35_to_39","0","0","45_to_49","4","1.2","","","","",""
"","","","","","","45_to_49","2","0.6","75_to_79","1","1.2","","","","",""
"","","","","","","5_to_9","0","0","30_to_34","4","1","","","","",""
"","","","","","","80_to_84","0","0","55_to_59","3","1.1","","","","",""
"","","","","","","25_to_29","4","1.4","80_to_84","0","0","","","","",""
"","","","","","","0_to_4","0","0","60_to_64","0","0","","","","",""
"","","","","","","10_to_14","0","0","15_to_19","0","0","","","","",""
"","","","","","","55_to_59","0","0","65_to_69","1","0.7","","","","",""
"","","","","","","60_to_64","2","1","90+","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","25_to_29","1","0.4","","","","",""
"","","","","","","40_to_44","1","0.3","20_to_24","2","0.8","","","","",""
"","","","","","","20_to_24","4","1.8","5_to_9","0","0","","","","",""
"","","","","","","50_to_54","3","1","85_to_89","0","0","","","","",""
"","","","","","","75_to_79","0","0","0_to_4","0","0","","","","",""
"","","","","","","65_to_69","0","0","10_to_14","1","0.3","","","","",""
"","","region","London","E12000007","2020-03-03","20_to_24","2","0.9","85_to_89","0","0","","","","",""
"","","","","","","65_to_69","0","0","60_to_64","0","0","","","","",""
"","","","","","","55_to_59","0","0","70_to_74","2","1.6","","","","",""
"","","","","","","40_to_44","1","0.3","15_to_19","0","0","","","","",""
"","","","","","","35_to_39","0","0","55_to_59","2","0.7","","","","",""
"","","","","","","85_to_89","1","1.8","50_to_54","3","1","","","","",""
"","","","","","","5_to_9","0","0","90+","0","0","","","","",""
"","","","","","","15_to_19","0","0","35_to_39","2","0.5","","","","",""
"","","","","","","50_to_54","2","0.7","45_to_49","4","1.2","","","","",""
"","","","","","","0_to_4","0","0","30_to_34","2","0.5","","","","",""
"","","","","","","10_to_14","0","0","75_to_79","0","0","","","","",""
"","","","","","","80_to_84","0","0","25_to_29","1","0.4","","","","",""
"","","","","","","60_to_64","1","0.5","0_to_4","0","0","","","","",""
"","","","","","","30_to_34","4","1","40_to_44","2","0.5","","","","",""
"","","","","","","45_to_49","1","0.3","65_to_69","0","0","","","","",""
"","","","","","","25_to_29","2","0.7","20_to_24","1","0.4","","","","",""
"","","","","","","70_to_74","1","0.7","5_to_9","0","0","","","","",""
"","","","","","","90+","0","0","80_to_84","0","0","","","","",""
"","","","","","","75_to_79","0","0","10_to_14","1","0.3","","","","",""
"","","region","London","E12000007","2020-03-02","85_to_89","1","1.8","85_to_89","0","0","","","","",""
"","","","","","","45_to_49","1","0.3","75_to_79","0","0","","","","",""
"","","","","","","65_to_69","0","0","30_to_34","2","0.5","","","","",""
"","","","","","","10_to_14","0","0","55_to_59","2","0.7","","","","",""
"","","","","","","0_to_4","0","0","25_to_29","0","0","","","","",""
"","","","","","","50_to_54","2","0.7","65_to_69","0","0","","","","",""
"","","","","","","40_to_44","1","0.3","60_to_64","0","0","","","","",""
"","","","","","","30_to_34","4","1","70_to_74","1","0.8","","","","",""
"","","","","","","90+","0","0","80_to_84","0","0","","","","",""
"","","","","","","25_to_29","1","0.4","0_to_4","0","0","","","","",""
"","","","","","","15_to_19","0","0","5_to_9","0","0","","","","",""
"","","","","","","75_to_79","0","0","20_to_24","1","0.4","","","","",""
"","","","","","","5_to_9","0","0","15_to_19","0","0","","","","",""
"","","","","","","70_to_74","1","0.7","10_to_14","1","0.3","","","","",""
"","","","","","","60_to_64","1","0.5","35_to_39","2","0.5","","","","",""
"","","","","","","20_to_24","2","0.9","50_to_54","2","0.7","","","","",""
"","","","","","","55_to_59","0","0","45_to_49","3","0.9","","","","",""
"","","","","","","80_to_84","0","0","90+","0","0","","","","",""
"","","","","","","35_to_39","0","0","40_to_44","1","0.2","","","","",""
"","","region","London","E12000007","2020-03-01","5_to_9","0","0","20_to_24","0","0","","","","",""
"","","","","","","75_to_79","0","0","35_to_39","1","0.2","","","","",""
"","","","","","","50_to_54","1","0.3","70_to_74","0","0","","","","",""
"","","","","","","65_to_69","0","0","15_to_19","0","0","","","","",""
"","","","","","","80_to_84","0","0","65_to_69","0","0","","","","",""
"","","","","","","15_to_19","0","0","60_to_64","0","0","","","","",""
"","","","","","","70_to_74","0","0","40_to_44","1","0.2","","","","",""
"","","","","","","25_to_29","1","0.4","25_to_29","0","0","","","","",""
"","","","","","","35_to_39","0","0","55_to_59","2","0.7","","","","",""
"","","","","","","30_to_34","3","0.8","45_to_49","0","0","","","","",""
"","","","","","","45_to_49","1","0.3","85_to_89","0","0","","","","",""
"","","","","","","10_to_14","0","0","50_to_54","2","0.7","","","","",""
"","","","","","","60_to_64","0","0","75_to_79","0","0","","","","",""
"","","","","","","20_to_24","2","0.9","30_to_34","0","0","","","","",""
"","","","","","","40_to_44","1","0.3","0_to_4","0","0","","","","",""
"","","","","","","90+","0","0","10_to_14","1","0.3","","","","",""
"","","","","","","0_to_4","0","0","5_to_9","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","90+","0","0","","","","",""
"","","","","","","55_to_59","0","0","80_to_84","0","0","","","","",""
"","","region","London","E12000007","2020-02-29","55_to_59","0","0","50_to_54","1","0.3","","","","",""
"","","","","","","35_to_39","0","0","25_to_29","0","0","","","","",""
"","","","","","","60_to_64","0","0","10_to_14","1","0.3","","","","",""
"","","","","","","50_to_54","1","0.3","20_to_24","0","0","","","","",""
"","","","","","","15_to_19","0","0","85_to_89","0","0","","","","",""
"","","","","","","75_to_79","0","0","90+","0","0","","","","",""
"","","","","","","65_to_69","0","0","45_to_49","0","0","","","","",""
"","","","","","","30_to_34","3","0.8","0_to_4","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","75_to_79","0","0","","","","",""
"","","","","","","20_to_24","2","0.9","40_to_44","1","0.2","","","","",""
"","","","","","","25_to_29","1","0.4","55_to_59","1","0.4","","","","",""
"","","","","","","80_to_84","0","0","5_to_9","0","0","","","","",""
"","","","","","","40_to_44","0","0","65_to_69","0","0","","","","",""
"","","","","","","90+","0","0","80_to_84","0","0","","","","",""
"","","","","","","70_to_74","0","0","70_to_74","0","0","","","","",""
"","","","","","","10_to_14","0","0","60_to_64","0","0","","","","",""
"","","","","","","0_to_4","0","0","15_to_19","0","0","","","","",""
"","","","","","","5_to_9","0","0","30_to_34","0","0","","","","",""
"","","","","","","45_to_49","1","0.3","35_to_39","0","0","","","","",""
"","","region","London","E12000007","2020-02-28","85_to_89","1","1.8","20_to_24","0","0","","","","",""
"","","","","","","30_to_34","3","0.8","65_to_69","0","0","","","","",""
"","","","","","","5_to_9","0","0","55_to_59","1","0.4","","","","",""
"","","","","","","70_to_74","0","0","70_to_74","0","0","","","","",""
"","","","","","","60_to_64","0","0","80_to_84","0","0","","","","",""
"","","","","","","65_to_69","0","0","35_to_39","0","0","","","","",""
"","","","","","","20_to_24","2","0.9","30_to_34","0","0","","","","",""
"","","","","","","75_to_79","0","0","5_to_9","0","0","","","","",""
"","","","","","","50_to_54","1","0.3","50_to_54","1","0.3","","","","",""
"","","","","","","80_to_84","0","0","0_to_4","0","0","","","","",""
"","","","","","","0_to_4","0","0","25_to_29","0","0","","","","",""
"","","","","","","15_to_19","0","0","75_to_79","0","0","","","","",""
"","","","","","","45_to_49","1","0.3","85_to_89","0","0","","","","",""
"","","","","","","55_to_59","0","0","40_to_44","1","0.2","","","","",""
"","","","","","","90+","0","0","45_to_49","0","0","","","","",""
"","","","","","","40_to_44","0","0","60_to_64","0","0","","","","",""
"","","","","","","35_to_39","0","0","10_to_14","0","0","","","","",""
"","","","","","","25_to_29","1","0.4","15_to_19","0","0","","","","",""
"","","","","","","10_to_14","0","0","90+","0","0","","","","",""
"","","region","London","E12000007","2020-02-27","10_to_14","0","0","20_to_24","0","0","","","","",""
"","","","","","","35_to_39","0","0","25_to_29","0","0","","","","",""
"","","","","","","50_to_54","1","0.3","85_to_89","0","0","","","","",""
"","","","","","","75_to_79","0","0","0_to_4","0","0","","","","",""
"","","","","","","15_to_19","0","0","75_to_79","0","0","","","","",""
"","","","","","","5_to_9","0","0","60_to_64","0","0","","","","",""
"","","","","","","60_to_64","0","0","30_to_34","0","0","","","","",""
"","","","","","","55_to_59","0","0","5_to_9","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","10_to_14","0","0","","","","",""
"","","","","","","0_to_4","0","0","45_to_49","0","0","","","","",""
"","","","","","","30_to_34","2","0.5","40_to_44","1","0.2","","","","",""
"","","","","","","20_to_24","1","0.4","65_to_69","0","0","","","","",""
"","","","","","","70_to_74","0","0","50_to_54","1","0.3","","","","",""
"","","","","","","65_to_69","0","0","80_to_84","0","0","","","","",""
"","","","","","","45_to_49","1","0.3","55_to_59","0","0","","","","",""
"","","","","","","90+","0","0","35_to_39","0","0","","","","",""
"","","","","","","40_to_44","0","0","70_to_74","0","0","","","","",""
"","","","","","","25_to_29","1","0.4","15_to_19","0","0","","","","",""
"","","","","","","80_to_84","0","0","90+","0","0","","","","",""
"","","region","London","E12000007","2020-02-26","90+","0","0","65_to_69","0","0","","","","",""
"","","","","","","65_to_69","0","0","20_to_24","0","0","","","","",""
"","","","","","","80_to_84","0","0","5_to_9","0","0","","","","",""
"","","","","","","85_to_89","1","1.8","70_to_74","0","0","","","","",""
"","","","","","","40_to_44","0","0","75_to_79","0","0","","","","",""
"","","","","","","15_to_19","0","0","45_to_49","0","0","","","","",""
"","","","","","","50_to_54","1","0.3","40_to_44","1","0.2","","","","",""
"","","","","","","25_to_29","1","0.4","50_to_54","1","0.3","","","","",""
"","","","","","","60_to_64","0","0","0_to_4","0","0","","","","",""
"","","","","","","35_to_39","0","0","80_to_84","0","0","","","","",""
"","","","","","","10_to_14","0","0","15_to_19","0","0","","","","",""
"","","","","","","45_to_49","0","0","10_to_14","0","0","","","","",""
"","","","","","","75_to_79","0","0","60_to_64","0","0","","","","",""
"","","","","","","55_to_59","0","0","90+","0","0","","","","",""
"","","","","","","0_to_4","0","0","35_to_39","0","0","","","","",""
"","","","","","","30_to_34","1","0.3","25_to_29","0","0","","","","",""
"","","","","","","70_to_74","0","0","85_to_89","0","0","","","","",""
"","","","","","","20_to_24","1","0.4","55_to_59","0","0","","","","",""
"","","","","","","5_to_9","0","0","30_to_34","0","0","","","","",""
"","","region","London","E12000007","2020-02-25","85_to_89","1","1.8","0_to_4","0","0","","","","",""
"","","","","","","25_to_29","1","0.4","80_to_84","0","0","","","","",""
"","","","","","","65_to_69","0","0","55_to_59","0","0","","","","",""
"","","","","","","55_to_59","0","0","10_to_14","0","0","","","","",""
"","","","","","","30_to_34","1","0.3","20_to_24","0","0","","","","",""
"","","","","","","5_to_9","0","0","40_to_44","0","0","","","","",""
